route_date_key,date,year,month,quarter,day_of_week,region,bu,area,route_id,primary_waste_stream,primary_customer_segment,num_drivers,num_trucks,total_stops,completed_stops,missed_stops,total_distance_km,total_fuel_used_litres,total_labour_hours,total_yards,total_tonnes,avg_revenue_per_stop,total_revenue,disposal_cost,fuel_cost,labour_cost,maintenance_cost,admin_cost,total_cost,net_revenue,gross_profit,gross_margin_pct,scheduled_hours,actual_hours,delay_minutes,on_time_flag,incident_flag,incident_type
RDK-0003813,2024-05-30,2024,5,Q2,Thursday,Alberta,Edmonton BU,Edmonton South,RTE-0034,General Waste,Industrial,1,1,130,126,4,202.2,105.1,15.33,251.2,45.21,70.81,8922.26,3076.23,157.99,611.76,54.69,376.52,4277.19,5846.03,4645.07,52.06,15.85,16.4,33,0,0,None
RDK-0003814,2023-08-26,2023,8,Q3,Saturday,Ontario,Central Ontario BU,Barrie,RTE-0105,General Waste,Office & Commercial,1,1,142,142,0,190.2,104.7,17.83,278.3,46.12,37.32,5299.72,4489.86,178.83,768.85,56.26,228.74,5722.54,809.86,-422.82,-7.98,17.56,17.69,8,1,0,None
RDK-0003815,2022-10-05,2022,10,Q4,Wednesday,Atlantic,Atlantic BU,Halifax,RTE-0024,General Waste,Restaurant & Food Service,1,1,164,163,1,311.0,185.3,27.24,287.3,52.18,63.93,10420.49,3662.43,335.78,1173.35,118.89,526.56,5817.01,6758.06,4603.48,44.18,28.23,28.78,33,0,0,None
RDK-0003816,2024-09-17,2024,9,Q3,Tuesday,Quebec,Quebec BU,Longueuil,RTE-0065,General Waste,Office & Commercial,1,1,141,133,8,227.5,120.8,22.21,257.3,44.47,55.03,7319.55,2968.65,225.79,1180.79,55.52,270.47,4701.22,4350.9,2618.33,35.77,23.11,23.11,0,1,0,None
RDK-0003817,2022-06-06,2022,6,Q2,Monday,BC,BC BU,Vancouver,RTE-0080,Recycling,Industrial,1,1,109,109,0,147.5,81.7,10.9,217.6,20.41,100.2,10921.29,723.93,121.76,484.65,43.57,598.45,1972.36,10197.36,8948.93,81.94,11.55,11.83,17,1,1,Near-Miss
RDK-0003818,2022-07-28,2022,7,Q3,Thursday,BC,BC BU,Vancouver,RTE-0109,Recycling,Office & Commercial,1,1,154,154,0,382.8,200.2,21.04,302.5,33.08,68.62,10566.76,473.2,270.06,832.96,95.72,362.4,2034.34,10093.56,8532.42,80.75,20.38,20.38,0,1,0,None
RDK-0003819,2023-02-01,2023,2,Q1,Wednesday,Alberta,Edmonton BU,Edmonton North,RTE-0119,Cardboard,Office & Commercial,1,1,120,120,0,198.9,102.4,17.96,208.7,12.64,32.16,3858.8,378.74,157.03,793.57,47.2,196.48,1573.02,3480.06,2285.78,59.24,17.66,17.71,3,1,0,None
RDK-0003820,2024-07-19,2024,7,Q3,Friday,Prairies,Prairies BU,Regina,RTE-0011,Organics,Healthcare,2,2,158,154,4,337.5,142.9,18.88,327.5,77.7,84.7,13043.71,4848.51,266.31,894.03,135.8,375.8,6520.45,8195.2,6523.26,50.01,20.6,20.93,20,0,0,None
RDK-0003821,2022-04-13,2022,4,Q2,Wednesday,Prairies,Prairies BU,Winnipeg,RTE-0001,General Waste,Retail,1,1,134,132,2,218.5,122.1,16.77,235.3,38.4,53.18,7019.69,3200.35,196.62,830.72,104.42,203.91,4536.02,3819.34,2483.67,35.38,18.34,18.56,13,1,0,None
RDK-0003822,2024-09-03,2024,9,Q3,Tuesday,Atlantic,Atlantic BU,Halifax,RTE-0030,General Waste,Restaurant & Food Service,1,1,188,183,5,319.8,212.5,31.26,366.2,63.17,88.3,16158.63,4149.25,356.99,1415.89,80.48,859.46,6862.07,12009.38,9296.56,57.53,30.76,31.33,34,0,0,None
RDK-0003823,2024-02-12,2024,2,Q1,Monday,Prairies,Prairies BU,Winnipeg,RTE-0001,General Waste,Retail,1,1,122,121,1,265.3,133.7,19.99,223.5,39.13,42.84,5183.78,3481.57,264.05,891.23,85.08,159.35,4881.28,1702.21,302.5,5.84,20.6,20.98,23,0,0,None
RDK-0003824,2023-12-26,2023,12,Q4,Tuesday,Quebec,Quebec BU,Montreal,RTE-0053,General Waste,Retail,2,2,167,161,6,282.6,137.4,22.59,287.2,46.77,60.06,9670.3,3131.24,223.39,1004.36,86.25,267.17,4712.41,6539.06,4957.89,51.27,24.12,24.54,25,0,0,None
RDK-0003825,2022-11-23,2022,11,Q4,Wednesday,Ontario,GTA BU,Markham,RTE-0031,General Waste,Industrial,2,2,132,132,0,276.2,138.7,18.13,230.7,41.82,73.34,9681.48,2961.41,268.37,674.38,122.56,543.84,4570.56,6720.07,5110.92,52.79,17.66,17.66,0,1,0,None
RDK-0003826,2024-08-22,2024,8,Q3,Thursday,Quebec,Quebec BU,Longueuil,RTE-0032,General Waste,Hospitality,1,1,182,177,5,197.9,98.1,26.4,376.1,67.57,53.08,9394.93,5666.87,157.74,1153.18,67.19,337.87,7382.85,3728.06,2012.08,21.42,26.12,26.99,52,0,0,None
RDK-0003827,2023-01-14,2023,1,Q1,Saturday,BC,BC BU,Burnaby,RTE-0054,General Waste,Industrial,1,1,105,104,1,210.3,128.0,11.71,176.3,30.35,74.93,7793.02,2127.15,234.03,464.29,84.01,379.31,3288.79,5665.87,4504.23,57.8,12.1,12.23,8,1,0,None
RDK-0003828,2024-09-02,2024,9,Q3,Monday,Quebec,Quebec BU,Quebec City,RTE-0104,General Waste,Retail,1,1,100,95,5,190.9,120.6,15.44,183.8,30.59,43.46,4128.36,2633.85,204.1,623.49,31.51,56.91,3549.86,1494.51,578.5,14.01,16.35,16.37,1,1,0,None
RDK-0003829,2023-07-24,2023,7,Q3,Monday,BC,BC BU,Vancouver,RTE-0005,General Waste,Hospitality,1,1,161,160,1,333.6,153.7,22.73,322.5,60.12,61.08,9772.54,4752.17,244.1,1163.32,108.34,411.57,6679.5,5020.37,3093.04,31.65,24.66,24.66,0,1,0,None
RDK-0003830,2023-02-06,2023,2,Q1,Monday,Atlantic,Atlantic BU,Halifax,RTE-0040,General Waste,Retail,1,1,136,136,0,220.0,123.2,17.11,242.4,42.29,46.15,6276.55,3309.18,237.44,1044.22,74.24,296.17,4961.25,2967.37,1315.3,20.96,17.59,17.94,21,0,0,None
RDK-0003831,2023-07-14,2023,7,Q3,Friday,Prairies,Prairies BU,Winnipeg,RTE-0001,General Waste,Retail,1,1,140,134,6,240.4,127.6,16.06,270.8,46.85,57.9,7758.35,3470.32,221.54,712.73,67.68,354.74,4827.01,4288.03,2931.34,37.78,15.49,16.04,33,0,0,None
RDK-0003832,2022-04-05,2022,4,Q2,Tuesday,Ontario,GTA BU,Markham,RTE-0031,General Waste,Industrial,2,2,111,110,1,236.7,146.3,14.59,202.1,37.2,116.49,12814.42,3543.11,206.75,593.17,71.44,628.95,5043.42,9271.31,7771.0,60.64,13.77,14.6,50,0,0,None
RDK-0003833,2023-04-12,2023,4,Q2,Wednesday,Alberta,Edmonton BU,Edmonton North,RTE-0087,Cardboard,Office & Commercial,1,1,161,161,0,211.3,129.2,18.63,306.5,18.67,44.78,7209.84,310.28,231.61,818.64,61.09,226.25,1647.87,6899.56,5561.97,77.14,19.0,19.0,0,1,0,None
RDK-0003834,2023-04-06,2023,4,Q2,Thursday,Quebec,Quebec BU,Longueuil,RTE-0115,General Waste,Industrial,1,1,164,164,0,350.8,185.5,23.46,309.7,56.12,55.88,9164.55,5012.22,319.07,1245.69,111.52,199.67,6888.17,4152.33,2276.38,24.84,23.05,23.8,45,0,0,None
RDK-0003835,2023-01-03,2023,1,Q1,Tuesday,Quebec,Quebec BU,Montreal,RTE-0053,General Waste,Retail,1,1,130,128,2,209.5,131.2,17.56,217.5,38.76,61.41,7860.22,3072.31,242.77,958.41,67.81,280.3,4621.6,4787.91,3238.62,41.2,16.1,16.6,30,0,0,None
RDK-0003836,2023-08-29,2023,8,Q3,Tuesday,Ontario,GTA BU,Toronto East,RTE-0066,Organics,Office & Commercial,1,1,143,143,0,268.2,154.9,18.06,288.7,67.35,54.69,7821.25,4648.82,226.33,808.67,80.71,390.92,6155.45,3172.43,1665.8,21.3,20.02,20.02,0,1,0,None
RDK-0003837,2024-03-19,2024,3,Q1,Tuesday,Ontario,GTA BU,Markham,RTE-0031,General Waste,Industrial,1,1,121,121,0,193.3,93.9,16.12,229.5,43.89,113.73,13761.76,3834.03,151.93,559.42,64.26,782.58,5392.22,9927.73,8369.54,60.82,17.05,17.07,1,1,0,None
RDK-0003838,2023-02-21,2023,2,Q1,Tuesday,Atlantic,Atlantic BU,Halifax,RTE-0024,General Waste,Restaurant & Food Service,1,1,136,134,2,184.9,86.7,13.42,234.1,42.47,44.44,5955.25,3860.06,162.19,607.99,52.72,173.61,4856.57,2095.19,1098.68,18.45,14.73,15.21,29,0,0,None
RDK-0003839,2023-06-30,2023,6,Q2,Friday,Alberta,Calgary BU,Airdrie,RTE-0069,General Waste,Retail,2,2,150,144,6,283.2,144.0,18.08,286.1,55.08,55.74,8026.55,2858.27,225.44,750.4,78.09,315.4,4227.6,5168.28,3798.95,47.33,18.03,18.03,0,1,0,None
RDK-0003840,2022-05-04,2022,5,Q2,Wednesday,BC,BC BU,Abbotsford,RTE-0107,General Waste,Office & Commercial,1,1,128,128,0,163.1,77.3,16.04,246.2,46.19,55.42,7093.59,4809.73,125.39,806.45,74.07,281.63,6097.27,2283.86,996.32,14.05,16.9,16.9,0,1,0,None
RDK-0003841,2023-10-19,2023,10,Q4,Thursday,Prairies,Prairies BU,Regina,RTE-0006,Cardboard,Restaurant & Food Service,1,1,120,116,4,170.3,84.1,13.98,219.7,13.97,72.08,8361.24,296.69,136.11,496.68,70.42,442.92,1442.82,8064.55,6918.42,82.74,14.12,14.57,27,0,0,None
RDK-0003842,2023-11-14,2023,11,Q4,Tuesday,Alberta,Edmonton BU,Edmonton North,RTE-0087,Cardboard,Office & Commercial,1,1,180,178,2,298.4,157.7,21.11,322.2,20.33,48.74,8676.41,561.67,233.72,948.45,68.92,229.67,2042.43,8114.74,6633.98,76.46,21.19,21.37,11,1,0,None
RDK-0003843,2024-01-24,2024,1,Q1,Wednesday,Quebec,Quebec BU,Montreal,RTE-0043,Recycling,Retail,2,2,124,124,0,216.1,132.4,14.42,226.6,21.98,35.71,4427.58,705.13,259.1,506.7,89.42,156.89,1717.24,3722.45,2710.34,61.21,14.5,14.5,0,1,0,None
RDK-0003844,2023-05-31,2023,5,Q2,Wednesday,Ontario,GTA BU,Markham,RTE-0058,Recycling,Restaurant & Food Service,1,1,166,166,0,318.4,169.2,20.76,309.3,30.25,87.4,14507.85,1295.9,294.86,1003.06,131.64,642.23,3367.69,13211.95,11140.16,76.79,19.69,19.69,0,1,0,None
RDK-0003845,2024-10-22,2024,10,Q4,Tuesday,BC,BC BU,Burnaby,RTE-0054,General Waste,Industrial,2,2,105,105,0,220.3,113.3,14.21,200.4,34.81,112.11,11771.72,2137.75,173.21,535.64,52.3,419.07,3317.97,9633.97,8453.75,71.81,14.09,14.82,44,0,0,None
RDK-0003846,2022-10-21,2022,10,Q4,Friday,Prairies,Prairies BU,Winnipeg,RTE-0029,Recycling,Hospitality,1,1,156,156,0,216.2,110.0,19.44,284.8,26.46,59.87,9340.41,1075.93,163.36,895.98,67.11,288.77,2491.15,8264.48,6849.26,73.33,20.77,20.89,7,1,0,None
RDK-0003847,2023-01-27,2023,1,Q1,Friday,Atlantic,Atlantic BU,Moncton,RTE-0068,General Waste,Industrial,1,1,171,169,2,189.0,82.5,18.26,292.4,53.87,45.32,7658.32,4387.63,141.52,707.38,58.11,274.49,5569.13,3270.69,2089.19,27.28,17.85,18.1,15,1,0,None
RDK-0003848,2022-03-11,2022,3,Q1,Friday,Ontario,Central Ontario BU,Barrie,RTE-0092,Recycling,Restaurant & Food Service,1,1,133,127,6,134.4,67.3,15.66,221.1,22.98,50.81,6452.7,634.56,131.79,861.17,51.46,149.44,1828.42,5818.14,4624.28,71.66,17.63,17.63,0,1,0,None
RDK-0003849,2023-09-23,2023,9,Q3,Saturday,Alberta,Edmonton BU,Sherwood Park,RTE-0090,General Waste,Restaurant & Food Service,2,2,108,107,1,151.2,82.2,14.2,211.7,38.38,57.65,6169.02,2547.4,120.61,596.27,41.82,193.37,3499.47,3621.62,2669.55,43.27,14.1,14.53,26,0,0,None
RDK-0003850,2024-03-26,2024,3,Q1,Tuesday,Ontario,Central Ontario BU,Kingston,RTE-0057,General Waste,Office & Commercial,1,1,175,172,3,348.4,206.3,22.69,319.3,60.47,38.61,6641.28,4880.64,352.25,779.63,95.45,338.25,6446.22,1760.64,195.06,2.94,23.45,23.45,0,1,0,None
RDK-0003851,2023-09-22,2023,9,Q3,Friday,Quebec,Quebec BU,Quebec City,RTE-0004,General Waste,Industrial,1,1,132,132,0,224.3,146.9,16.62,272.6,52.13,77.23,10193.94,4178.17,278.88,620.56,95.78,385.27,5558.66,6015.77,4635.28,45.47,16.47,16.62,9,1,0,None
RDK-0003852,2024-02-13,2024,2,Q1,Tuesday,Quebec,Quebec BU,Longueuil,RTE-0050,General Waste,Industrial,2,2,107,107,0,131.0,70.9,14.74,191.9,34.21,63.35,6778.98,2311.37,135.59,606.82,51.09,242.11,3346.98,4467.61,3432.0,50.63,13.73,13.73,0,1,0,None
RDK-0003853,2023-11-17,2023,11,Q4,Friday,Ontario,Central Ontario BU,Sudbury,RTE-0108,Recycling,Hospitality,2,2,134,133,1,246.8,135.8,16.67,234.6,24.5,55.37,7364.17,791.98,215.39,839.28,87.23,270.41,2204.29,6572.19,5159.88,70.07,17.23,17.23,0,1,0,None
RDK-0003854,2023-12-12,2023,12,Q4,Tuesday,Atlantic,Atlantic BU,Moncton,RTE-0061,General Waste,Retail,1,1,160,157,3,278.6,154.7,19.18,278.0,49.19,28.72,4508.59,3600.24,244.87,934.67,99.47,213.4,5092.65,908.35,-584.06,-12.95,20.31,20.31,0,1,0,None
RDK-0003855,2023-12-18,2023,12,Q4,Monday,Ontario,GTA BU,Brampton,RTE-0100,Organics,Restaurant & Food Service,1,1,118,117,1,204.9,129.1,14.78,207.5,55.26,46.84,5479.77,1865.54,182.6,670.56,76.94,190.45,2986.09,3614.23,2493.68,45.51,14.69,15.46,46,0,0,None
RDK-0003856,2023-09-06,2023,9,Q3,Wednesday,Quebec,Quebec BU,Longueuil,RTE-0065,General Waste,Office & Commercial,1,1,174,171,3,223.6,115.0,19.57,323.8,52.54,65.05,11122.8,5199.54,208.84,984.78,63.39,486.92,6943.47,5923.26,4179.33,37.57,20.06,20.06,0,1,0,None
RDK-0003857,2022-11-05,2022,11,Q4,Saturday,Quebec,Quebec BU,Montreal,RTE-0037,Recycling,Retail,1,1,141,141,0,283.6,135.6,18.08,236.9,24.03,54.11,7629.67,836.5,249.34,710.34,106.73,323.84,2226.75,6793.17,5402.92,70.81,17.42,17.42,0,1,0,None
RDK-0003858,2023-04-25,2023,4,Q2,Tuesday,Atlantic,Atlantic BU,Moncton,RTE-0113,Cardboard,Restaurant & Food Service,1,1,137,133,4,248.8,136.5,16.6,235.8,14.8,82.99,11037.67,423.79,241.17,839.26,82.34,694.35,2280.91,10613.88,8756.76,79.34,16.44,16.99,33,0,0,None
RDK-0003859,2022-04-09,2022,4,Q2,Saturday,Quebec,Quebec BU,Montreal,RTE-0036,General Waste,Retail,1,1,126,126,0,211.1,91.8,16.02,226.6,42.22,44.75,5638.72,2090.61,166.28,715.01,53.55,264.88,3290.33,3548.11,2348.39,41.65,17.2,17.87,40,0,0,None
RDK-0003860,2024-11-01,2024,11,Q4,Friday,Atlantic,Atlantic BU,Fredericton,RTE-0020,General Waste,Retail,1,1,153,153,0,270.1,170.0,20.27,282.8,47.38,31.95,4888.04,4518.97,267.83,912.94,46.63,123.97,5870.34,369.07,-982.3,-20.1,20.08,20.8,43,0,0,None
RDK-0003861,2022-02-05,2022,2,Q1,Saturday,Ontario,Central Ontario BU,Barrie,RTE-0105,General Waste,Office & Commercial,1,1,161,159,2,204.7,132.9,18.92,268.1,43.39,26.81,4263.49,3046.06,195.12,969.12,70.76,198.68,4479.74,1217.43,-216.25,-5.07,19.76,19.76,0,1,0,None
RDK-0003862,2024-01-17,2024,1,Q1,Wednesday,Atlantic,Atlantic BU,Fredericton,RTE-0020,General Waste,Retail,1,1,147,146,1,211.3,119.2,19.78,268.7,47.5,28.91,4221.36,4585.18,213.31,796.1,65.81,139.08,5799.48,-363.82,-1578.12,-37.38,21.09,21.42,20,0,0,None
RDK-0003863,2024-06-28,2024,6,Q2,Friday,Atlantic,Atlantic BU,Moncton,RTE-0089,Organics,Retail,1,1,120,119,1,263.0,127.9,16.15,245.0,62.08,78.4,9329.53,2483.92,194.88,684.91,111.42,235.59,3710.72,6845.61,5618.81,60.23,16.83,17.08,15,1,0,None
RDK-0003864,2024-11-05,2024,11,Q4,Tuesday,Prairies,Prairies BU,Regina,RTE-0042,Cardboard,Retail,1,1,142,141,1,247.0,145.7,18.85,255.4,15.48,39.81,5612.59,549.16,195.49,828.29,71.73,272.6,1917.27,5063.43,3695.32,65.84,18.33,19.11,47,0,0,None
RDK-0003865,2022-07-29,2022,7,Q3,Friday,Alberta,Edmonton BU,St. Albert,RTE-0103,Recycling,Retail,1,1,164,164,0,305.8,172.5,25.55,312.0,31.99,57.57,9441.98,744.22,350.63,1248.07,86.2,295.94,2725.06,8697.76,6716.92,71.14,27.64,27.64,0,1,0,None
RDK-0003866,2022-01-27,2022,1,Q1,Thursday,Prairies,Prairies BU,Regina,RTE-0076,Organics,Industrial,2,2,125,124,1,303.3,167.0,19.39,205.9,48.88,69.89,8666.07,3101.28,260.02,803.97,140.13,235.35,4540.75,5564.79,4125.32,47.6,20.14,20.66,31,0,0,None
RDK-0003867,2022-06-24,2022,6,Q2,Friday,Atlantic,Atlantic BU,Halifax,RTE-0111,General Waste,Office & Commercial,1,1,138,135,3,192.1,98.1,19.33,261.7,49.63,57.89,7815.19,3604.48,167.06,974.13,46.5,299.62,5091.79,4210.71,2723.4,34.85,18.75,18.77,1,1,0,None
RDK-0003868,2024-08-17,2024,8,Q3,Saturday,Prairies,Prairies BU,Regina,RTE-0042,Cardboard,Retail,2,2,132,127,5,267.8,99.9,18.96,261.3,15.04,45.35,5759.61,437.75,179.16,875.6,93.1,141.02,1726.63,5321.86,4032.98,70.02,17.58,18.4,49,0,0,None
RDK-0003869,2024-10-21,2024,10,Q4,Monday,Quebec,Quebec BU,Montreal,RTE-0099,Recycling,Restaurant & Food Service,1,1,136,133,3,262.3,120.1,16.98,268.2,28.88,65.66,8732.74,887.52,181.68,797.31,80.1,343.06,2289.67,7845.22,6443.07,73.78,18.03,18.28,15,1,0,None
RDK-0003870,2024-10-28,2024,10,Q4,Monday,Alberta,Calgary BU,Calgary SE,RTE-0091,General Waste,Hospitality,2,2,139,136,3,295.9,149.5,15.84,261.1,45.52,63.63,8653.69,3396.2,257.18,620.06,101.85,500.53,4875.82,5257.49,3777.87,43.66,17.99,18.47,29,0,0,None
RDK-0003871,2024-06-05,2024,6,Q2,Wednesday,BC,BC BU,Abbotsford,RTE-0095,General Waste,Retail,1,1,124,120,4,190.0,102.4,16.74,241.8,41.73,55.54,6665.22,3162.31,165.22,734.67,61.54,252.08,4375.82,3502.91,2289.4,34.35,18.69,19.11,25,0,0,None
RDK-0003872,2024-08-26,2024,8,Q3,Monday,Atlantic,Atlantic BU,Fredericton,RTE-0002,General Waste,Retail,1,1,141,139,2,292.9,142.4,18.62,285.7,49.69,54.18,7531.06,4988.57,234.2,938.17,74.44,216.31,6451.69,2542.49,1079.37,14.33,18.49,18.74,15,1,0,None
RDK-0003873,2022-04-20,2022,4,Q2,Wednesday,Quebec,Quebec BU,Montreal,RTE-0055,Recycling,Restaurant & Food Service,1,1,126,126,0,280.2,153.4,19.8,216.7,24.29,53.26,6711.38,927.69,262.34,655.35,117.94,245.1,2208.42,5783.69,4502.96,67.09,19.65,19.65,0,1,0,None
RDK-0003874,2024-04-15,2024,4,Q2,Monday,Alberta,Edmonton BU,St. Albert,RTE-0114,General Waste,Retail,1,1,158,158,0,250.6,138.7,18.05,306.1,52.76,34.71,5484.42,3608.07,215.98,697.36,92.53,240.08,4854.02,1876.35,630.4,11.49,17.21,17.98,46,0,0,None
RDK-0003875,2023-04-22,2023,4,Q2,Saturday,Prairies,Prairies BU,Winnipeg,RTE-0083,General Waste,Retail,1,1,150,150,0,165.7,108.1,21.27,286.8,51.84,63.01,9450.92,4348.09,185.73,988.82,65.16,375.83,5963.63,5102.83,3487.29,36.9,24.21,24.74,32,0,0,None
RDK-0003876,2023-12-12,2023,12,Q4,Tuesday,Quebec,Quebec BU,Quebec City,RTE-0104,General Waste,Retail,1,1,127,127,0,236.5,123.7,14.65,219.9,43.11,44.2,5613.85,3724.27,212.26,573.65,72.18,207.23,4789.59,1889.58,824.26,14.68,14.28,14.28,0,1,0,None
RDK-0003877,2022-03-15,2022,3,Q1,Tuesday,Quebec,Quebec BU,Montreal,RTE-0055,Recycling,Restaurant & Food Service,2,2,100,99,1,266.3,138.1,13.25,176.5,16.71,66.04,6538.34,519.54,286.69,471.78,81.22,295.15,1654.38,6018.8,4883.96,74.7,14.09,14.36,16,1,0,None
RDK-0003878,2023-10-02,2023,10,Q4,Monday,Atlantic,Atlantic BU,Fredericton,RTE-0120,General Waste,Industrial,1,1,183,183,0,300.5,184.7,23.31,335.3,60.2,93.81,17166.35,4426.82,303.53,1000.01,59.56,810.69,6600.61,12739.53,10565.74,61.55,23.4,24.0,36,0,0,None
RDK-0003879,2024-05-06,2024,5,Q2,Monday,Alberta,Calgary BU,Airdrie,RTE-0069,General Waste,Retail,1,1,186,184,2,388.1,233.6,23.88,369.4,70.0,54.26,9983.71,5323.15,361.89,1140.89,166.62,241.56,7234.11,4660.56,2749.6,27.54,23.89,24.44,33,0,0,None
RDK-0003880,2024-10-03,2024,10,Q4,Thursday,Atlantic,Atlantic BU,Moncton,RTE-0061,General Waste,Retail,1,1,174,168,6,313.7,157.9,21.88,328.0,66.34,44.54,7481.91,4399.44,238.74,805.38,124.76,279.52,5847.84,3082.47,1634.07,21.84,24.28,25.0,43,0,0,None
RDK-0003881,2024-04-09,2024,4,Q2,Tuesday,Atlantic,Atlantic BU,Moncton,RTE-0016,Recycling,Restaurant & Food Service,2,2,175,171,4,397.0,236.7,21.72,334.2,33.43,48.73,8332.68,958.44,446.92,1143.83,134.09,127.29,2810.57,7374.24,5522.11,66.27,20.49,20.49,0,1,0,None
RDK-0003882,2022-01-28,2022,1,Q1,Friday,BC,BC BU,Surrey,RTE-0008,General Waste,Restaurant & Food Service,2,2,104,102,2,194.0,97.0,12.68,170.6,30.97,74.59,7608.61,2481.99,151.49,529.26,83.06,221.62,3467.42,5126.62,4141.19,54.43,13.73,14.31,35,0,0,None
RDK-0003883,2024-10-09,2024,10,Q4,Wednesday,Quebec,Quebec BU,Montreal,RTE-0036,General Waste,Retail,1,1,127,124,3,231.7,132.4,17.52,239.5,40.47,67.08,8317.37,3641.35,162.43,859.99,98.18,354.72,5116.67,4676.02,3200.7,38.48,16.83,17.3,28,0,0,None
RDK-0003884,2022-04-29,2022,4,Q2,Friday,Ontario,GTA BU,Markham,RTE-0049,Cardboard,Healthcare,1,1,158,157,1,250.0,132.7,20.89,279.4,16.4,73.81,11588.33,295.75,241.55,867.23,92.93,497.95,1995.41,11292.58,9592.92,82.78,22.52,22.67,9,1,0,None
RDK-0003885,2024-10-11,2024,10,Q4,Friday,Prairies,Prairies BU,Winnipeg,RTE-0029,Recycling,Hospitality,1,1,159,157,2,326.8,203.7,21.27,309.2,31.42,52.43,8232.06,1117.22,348.26,1098.91,115.98,436.01,3116.38,7114.84,5115.68,62.14,21.42,21.42,0,1,0,None
RDK-0003886,2023-11-04,2023,11,Q4,Saturday,Prairies,Prairies BU,Winnipeg,RTE-0086,Recycling,Retail,2,2,181,181,0,322.6,195.5,23.03,334.6,34.34,54.29,9827.17,818.04,332.15,821.12,100.55,530.92,2602.78,9009.13,7224.39,73.51,23.32,24.14,49,0,0,None
RDK-0003887,2022-12-20,2022,12,Q4,Tuesday,BC,BC BU,Burnaby,RTE-0044,General Waste,Industrial,2,2,160,155,5,310.3,147.9,21.75,261.8,50.36,75.09,11639.55,4587.71,238.19,977.84,103.48,319.45,6226.67,7051.84,5412.88,46.5,22.35,22.35,0,1,0,None
RDK-0003888,2022-12-23,2022,12,Q4,Friday,Alberta,Edmonton BU,St. Albert,RTE-0114,General Waste,Retail,1,1,157,156,1,249.0,152.3,16.25,259.9,44.05,31.64,4936.11,3310.17,200.74,727.55,45.13,273.55,4557.14,1625.94,378.97,7.68,16.11,16.36,15,1,0,None
RDK-0003889,2024-06-13,2024,6,Q2,Thursday,Ontario,GTA BU,Markham,RTE-0018,General Waste,Retail,2,2,136,134,2,226.4,108.5,18.05,289.3,53.48,48.33,6475.88,4133.7,170.78,730.79,102.37,355.2,5492.84,2342.18,983.04,15.18,17.77,17.77,0,1,0,None
RDK-0003890,2023-07-14,2023,7,Q3,Friday,Ontario,GTA BU,Markham,RTE-0058,Recycling,Restaurant & Food Service,1,1,141,141,0,279.8,156.1,19.63,286.2,29.87,75.28,10614.48,693.88,267.48,980.21,92.41,469.46,2503.44,9920.6,8111.04,76.41,20.02,20.02,0,1,0,None
RDK-0003891,2022-11-09,2022,11,Q4,Wednesday,Atlantic,Atlantic BU,Fredericton,RTE-0035,General Waste,Office & Commercial,2,2,149,144,5,308.0,136.4,18.38,241.3,46.72,23.11,3327.41,3499.08,258.87,784.79,83.34,77.86,4703.94,-171.67,-1376.53,-41.37,17.35,17.8,27,0,0,None
RDK-0003892,2023-09-19,2023,9,Q3,Tuesday,Ontario,Central Ontario BU,Sudbury,RTE-0022,Cardboard,Retail,1,1,176,176,0,321.4,174.4,21.37,346.1,21.74,50.68,8919.93,302.4,250.7,1007.91,50.52,266.72,1878.25,8617.53,7041.68,78.94,22.1,22.42,19,1,0,None
RDK-0003893,2024-10-10,2024,10,Q4,Thursday,BC,BC BU,Abbotsford,RTE-0075,General Waste,Retail,1,1,127,124,3,200.7,128.6,15.86,243.7,43.05,35.21,4365.59,3312.51,218.23,791.18,48.55,196.55,4567.02,1053.08,-201.43,-4.61,14.98,15.13,9,1,0,None
RDK-0003894,2023-04-15,2023,4,Q2,Saturday,Quebec,Quebec BU,Montreal,RTE-0098,Recycling,Office & Commercial,1,1,107,104,3,179.8,113.2,11.28,205.2,21.15,73.28,7620.84,419.55,195.58,449.34,73.96,281.73,1420.16,7201.29,6200.68,81.36,11.04,11.94,54,0,0,None
RDK-0003895,2023-11-13,2023,11,Q4,Monday,Ontario,GTA BU,Markham,RTE-0018,General Waste,Retail,2,2,149,149,0,246.5,153.5,17.09,276.3,46.22,66.91,9969.98,2915.96,251.51,878.33,62.69,355.06,4463.55,7054.02,5506.43,55.23,19.08,19.16,5,1,1,Spill
RDK-0003896,2022-05-17,2022,5,Q2,Tuesday,Quebec,Quebec BU,Longueuil,RTE-0046,General Waste,Industrial,1,1,111,109,2,196.7,115.3,13.91,203.2,35.82,83.22,9070.46,2772.9,188.08,519.94,53.56,168.92,3703.4,6297.56,5367.06,59.17,14.66,14.69,2,1,0,None
RDK-0003897,2024-08-27,2024,8,Q3,Tuesday,Alberta,Edmonton BU,St. Albert,RTE-0103,Recycling,Retail,1,1,147,147,0,257.2,143.9,19.42,308.6,30.84,66.07,9712.25,655.72,263.17,910.98,92.3,508.98,2431.15,9056.53,7281.1,74.97,18.89,18.99,6,1,0,None
RDK-0003898,2022-03-14,2022,3,Q1,Monday,Quebec,Quebec BU,Longueuil,RTE-0014,General Waste,Industrial,1,1,158,154,4,274.6,121.5,19.59,275.3,52.42,61.24,9431.2,3999.85,241.37,1169.55,126.62,428.4,5965.79,5431.35,3465.41,36.74,20.88,21.73,51,0,0,None
